選奨年度,選奨年NO,対象構造物,読み,受賞理由,都道府県,市町村,都道府県2,市町村2,竣工年,北緯,東経,行った回数,行った日,プレートの有無,施設1,所在地1,竣工年1,施設2,所在地2,竣工年2,施設3,所在地3,竣工年3,施設4,所在地4,竣工年4,施設5,所在地5,竣工年5,施設6,所在地6,竣工年6,施設7,所在地7,竣工年7,施設8,所在地8,竣工年8,施設9,所在地9,竣工年9,施設10,所在地10,竣工年10,施設11,所在地11,竣工年11,施設12,所在地12,竣工年12,施設13,所在地13,竣工年13,施設14,所在地14,竣工年14,施設15,所在地15,竣工年15
2018,4,北用水樋門,きたようすいひもん,北用水樋門は、現存する茨城県最古の煉瓦造りの樋門であり、小貝川周辺地域で、当時盛んに行われた利水事業に関し、今に残る唯一の土木構造物です。,茨城県,茨城県北相馬郡利根町,,,1900(明治33)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,横浜港ハンマーヘッドクレーン,よこはまこうはんまーへっどくれーん,横浜港ハンマーヘッドクレーンは、我が国のクレーンによる荷役の先駆けとして堅固な基礎により建設以来百年以上も使用され、横浜港の基礎を築いた貴重な土木遺産です。,神奈川県,神奈川県横浜市,,,1914(大正3)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,上毛電気鉄道関連施設群,じょうもうでんきてつどうかんれんしせつぐん,上毛電気鉄道関連施設群は、地域の発展を支え、カスリーン台風の被害から早期に復旧し、地域の復興に寄与した歴史を今に伝える貴重な土木遺産です。,群馬県,群馬県前橋市，みどり市，桐生市,,,1928(昭和3)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,7,鬼怒川発電所　黒部ダム,きぬがわはつでんしょ　くろべだむ,鬼怒川発電所　黒部ダムは、大正期初頭に建造された本邦初の発電用重力式Cダムで、近代化を牽引した土木技術の精華を伝える、湾曲線が壮麗・重厚な土木遺産です。,栃木県,栃木県日光市,,,1913(大正2)年、1989(平成元)年改造,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,村田川橋りょう,むらたがわきょうりょう,村田川橋りょうは、明治45年に米国から輸入し架設された国鉄東海道本線の大井川橋りょうから、昭和38年に転用し再架設した、歴史的な構造物です。,千葉県,千葉県千葉市中央区～市原市,,,1912(明治45)年(昭和38年現位置に架設),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,小河内ダム,おごうちだむ,小河内ダムは、昭和３２年に完成した貯水容量約１億８５４０万m3を誇る国内最大の水道専用ダムであり、東京の安定給水を支える重要な土木遺産です。 ,東京都,東京都西多摩郡奥多摩町,,,1957(昭和32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,千貫樋,せんがんぴ,千貫樋は、２連のアーチ型煉瓦造樋管で県内に現存する同型施設は希少であり、当時の技術と工法を示す貴重な土木遺産です。,埼玉県,埼玉県さいたま市桜区,,,1904(明治37)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,宇津ノ谷隧道群（明治・大正・昭和）,うつのやずいどうぐん（めいじ・たいしょう・しょうわ）,宇津ノ谷隧道群は、ひとつの峠において、日本で2番目にできた明治の近代隧道をはじめ、大正、昭和の各時代にそれぞれ建設された３つの隧道です。,静岡県,静岡県静岡市，藤枝市,,,1876(明治9)年、1930(昭和5)年、1959(昭和34)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,12,上麻生発電所取水堰堤,かみあそうはつでんしょしゅすいえんてい,上麻生発電所取水堰堤は、大正末期以降の濃尾の電力需要に対応して建設された、日本現存最古のローリングゲートの美しい発電用取水堰堤です。,岐阜県,岐阜県加茂郡白川町,,,1926(大正15)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,13,御成橋,おなりばし,御成橋は、昭和初期に沼津市街地から伊豆の遊覧地へ向かう観光道路の象徴的地点として再建されたバランストタイドアーチの鋼橋です。,静岡県,静岡県沼津市,,,1937(昭和12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,14,辰巳用水関連施設群,たつみようすいかんれんしせつぐん,辰巳用水関連施設群は、小立野台地系を巧みに利用した隧道と開渠・暗渠によって金沢城内外を潤す水路と、横穴・管理道・伏越・専用水路などの関連施設群です。,石川県,石川県金沢市,,,1632(寛永9)年以降,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,15,阪堺電気軌道と関連施設群,はんかいでんききどうとかんれんしせつぐん ,阪堺電気軌道と関連施設群は、現在も稼働する明治中~末期に整備された路面電車と、その沿線の大和川橋梁、住吉駅など戦前の秀逸な土木遺産により構成される貴重な土木遺産です。 ,大阪府,大阪府大阪市～堺市,,,明治33(1900)年、明治44年(1911)年、昭和3年(1928)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,16,阪神・淡路大震災による被災構造物群,はんしん・あわじだいしんさいによるひさいこうぞうぶつぐん,平成7年1月17日に発生した兵庫県南部地震により、神戸市内の被害を受けた主要な被災構造物の保存を通じて、震災の記憶を語り 続けるため、これら遺構を土木遺産とするものである。 ,兵庫県,兵庫県神戸市,,,平成 7(1995)年［被災年］,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,17,中之島Ｓ字橋,なかのしまえすじきよう,中之島S字橋は、周辺の橋梁との関係性も重視し景観に配慮されているほか、 初期の曲線桁橋として解析理論の実用化を図った例であり、 その後の橋梁技術の発展の礎となった貴重な土木遺産です。 ,大阪府,大阪府大阪市,,,昭和39(1964)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,18,江埼灯台,えさきとうだい,江埼灯台は、英国人技師ブラントンの設計により建設された日本で8番目に建設された洋式灯台で、現存する灯台のうち、 3番目に古い石造りの灯台です。 ,兵庫県,兵庫県淡路市,,,明治4(1871)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,19,近鉄道明寺線鉄道構造物群,きんてつどうみょうじせんてつどうこうぞうぶつぐん,近鉄道明寺線鉄道構造物群は、開業以来120年が経過した現在も、開業当初の鉄道構造物が現役で使用され、なおかつ良好に存在する貴重な土木遺産です。,大阪府,大阪府柏原市～藤井寺市,,,明治31(1898)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,20,業平橋,なりひらばし,業平橋は、大正期からの長きにわたって東西交通を支え、意匠的にも優れているとともに、 時代に応じた改修を加えつつ昔の面影を保ちながら現在に至る貴重な土木遺産です。,兵庫県,兵庫県芦屋市,,,大正14(1925)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,21,呉鎮守府地下施設群,くれちんじゅふちかしせつぐん,呉鎮守府地下施設群は、戦時中にも関わらず良質な材料で築造され、太平洋戦争末期には重要な役割を担った施設で、保存状態も良好な貴重な土木遺産です。,広島県,広島県呉市,,,昭和20(1945)年頃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,22,吉野川橋,よしのがわばし,吉野川橋は、増田淳設計の吉野川に架かる橋長1070.2m、17径間の鋼ワーレントラス橋で、徳島県の発展の礎を支え、竣工当時の姿を残す貴重な橋梁です。,徳島県,徳島県徳島市,,,昭和3(1928)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,23,曲渕ダム,まがりふちだむ,曲渕ダムは、神戸・長崎以外では初めて高さ30mを超えた水道専用ダムであり、福岡市水道創設の水源として現在も人々の生活を支える土木施設です。,福岡県,福岡県福岡市早良区,,,1923(大正12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,24,平熊の石洗越,ひらくまのいしあらいごし,平熊の石洗越は、農業用水路内への谷川の流入を防ぐために作られた石造構造物で、災害防御用としては全国で唯一の石アーチ橋です。,鹿児島県,鹿児島県霧島市,,,1777(安永6)年以前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,岩松ダム,いわまつだむ,岩松ダムは、十勝川本流の豊かな水量を生かした電源開発として初めて建設され、北海道東部地域の産業発展に大きな貢献をしている発電用ダムです。,北海道,北海道上川郡新得町,,,1942（昭和17）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,旧運河橋,きゅううんがばし,旧運河橋は、鋼材の節約や軽量化、美観の向上を目標に新技術導入に挑んだ先人の気概を示す北海道で最古、国内でも最初期の全溶接単純鋼鈑桁橋です。,北海道,北海道石狩市,,,1936（昭和11）年（昭和56年移設）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3,旧浦村鉄橋,きゅううらむらてっきょう,旧浦村鉄橋は、当初、鉄道橋として設置され、後に３つの道路橋として分割整備し、うち２橋は、120年以上現役で活躍している貴重な土木遺産です。,新潟県,新潟県長岡市,,,1898（明治31）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,4,日本水準原点と日本水準原点標庫,にほんすいじゅんげんてんとにほんすいじゅんげんてんひょうこ,日本水準原点と日本水準原点標庫は、日本の高さ（標高）の基準として明治24年に陸地測量部により創設された原点標とそれを保護するための建築史上貴重な石造施設であります。,東京都,東京都千代田区永田町１丁目 （国会前庭北地区憲政記念館構内）,,,1891（明治24）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,5,鹿島港整備関連施設群,かしまこうせいびかんれんしせつぐん,鹿島港整備関連施設群は、鹿島臨海工業地帯の拠点である世界有数の掘込型の鹿島港の整備における厳しい自然との対峙や住民の思いを今に伝える貴重な施設です。,茨城県,茨城県神栖市,,,1963(昭和38)年：船溜南防波堤 ,,,,,,1963(昭和38)年：船溜南防波堤 ,神栖市,1963(昭和38)年：船溜南防波堤 ,1968(昭和43)年：居切島 ,神栖市,1968(昭和43)年：居切島 ,1969(昭和44)年：鹿島港開港,神栖市,1969(昭和44)年：鹿島港開港,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,6,滝の鼻橋,たきのはなばし,滝の鼻橋は、都幾川に架かる鋼製のワーレントラス橋梁であり、山型鋼をリベットで結合したトラスを用いている点が特徴の長さ２１ｍの橋です。,埼玉県,埼玉県ときがわ町　,,,1925年（大正14）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,7,土合砂防堰堤,どあいさぼうえんてい,土合砂防堰堤は、湯桧曽川に建設された群馬県初のアーチ式堰堤で、砂防を目的として谷川岳と一体となって景観を形成する貴重な土木遺産です。,群馬県,群馬県利根郡みなかみ町,,,1941（昭和16）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,8,旧熱海線鉄道施設群,きゅうあたみせんてつどうしせつぐん,旧熱海線鉄道施設群は、大正から昭和にかけて建設され、関東大震災等幾多の災害を克服し、世界に誇る土木技術の歴史を今に伝える貴重な土木遺産です。,神奈川県,神奈川県小田原市、静岡県熱海市・函南町,,,1934（昭和9）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,9,旧国鉄足利駅舎,きゅうこくてつあしかがえきしゃ,旧国鉄足利駅舎は、昭和初期建造の現役駅舎で現今の足利の礎を築いた交通・物流基盤施設であり、昭和モダンの風情と煌めきを留める歴史的建造物です。,栃木県,栃木県足利市,,,1933（昭和8）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,10,上蔵砂防堰堤,わぞさぼうえんてい,上蔵砂防堰堤は、戦後に花崗岩切石の丁寧な練石積みにコンクリートを充填して全て人力で造られた大規模なアーチダム本堤とその副ダムの砂防施設です。,長野県,長野県下伊那郡大鹿村,,,本堰堤：1954（昭和29）年,,,,,,本堰堤：1954（昭和29）年,,本堰堤：1954（昭和29）年,副ダム：1967（昭和42）年 ,,副ダム：1967（昭和42）年 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,11,忠節橋,ちゅうせつばし,忠節橋は、岐阜市街地への重要なアクセス部に、河川大改修と戦争が終結するや否や建設された象徴的なブレーストリブバランストアーチ鋼橋です。,岐阜県,岐阜県岐阜市,,,1948（昭和23）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,揖斐大橋,いびおおはし,揖斐大橋は、岐阜・大垣間をつなぐ岐垣国道が失業対策事業として建設された際に、長良大橋とともに建設された6連曲弦ワーレントラス橋です。,岐阜県,岐阜県大垣市 岐阜県安八町,,,1933（昭和8）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,13,賀茂川・鴨川河川構造物群,かもがわ・かもがわかせんこうぞうぶつぐん,賀茂川・鴨川河川構造物群は、戦前に景観に配慮し設計され、我が国有数の河川景観と親水空間創出に貢献した、貴重な土木遺産です。,京都府,京都府京都市,,,1947（昭和22）年（ただし左岸中流部は暫定整備状態。当該範囲は、1999（平成11）年に改修工事完了）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,14,嵯峨野観光鉄道の構造物群,さがのかんこうてつどうのこうぞうぶつぐん,嵯峨野観光鉄道の構造物群は、京都鉄道の敷設に際して建設されたもので、格調高い意匠性とともに、観光資源としても活用されている優れた土木遺産です。,京都府 ,京都府 京都市～亀岡市,,,1899（明治32）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,15,関西本線三郷～河内堅上間橋梁群　 ,かんさいほんせんさんごう～かわちかたかみかんきょうりょうぐん,関西本線三郷～河内堅上間橋梁群を構成する第3大和川橋梁と第4大和川橋梁は、大規模な地すべり地を迂回するために特異な架構形態を採用した希少な鉄道構造物です。,奈良県,奈良県生駒郡三郷町～奈良県北葛城郡王寺町～大阪府柏原市,,,1932(昭和7)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,16,戦前竣工の京都市児童公園群,せんぜんしゅんこうのきょうとしじどうこうえんぐん,戦前竣工の京都市児童公園群は、軸線配置された施設群（特徴的なラジオ塔，水呑み場など）がヴィスタを形成し、地域市民に親しまれ続けてきた貴重な土木遺産です。,京都府,京都府京都市,,,1935（昭和10）年～1942（昭和17）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,17,平野橋,ひらのばし,平野橋は、第一次都市計画事業で東横堀川に架けられた橋梁群の1つで、世界で初めて逆ランガー形式を採用して洗練された意匠を実現した土木遺産です。,大阪府,大阪府大阪市,,,1935(昭和10)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,18,逆瀬川の砂防設備,さかせがわのさぼうせつび,逆瀬川の砂防設備は、赤木正雄によるわが国で最初の流路工の事例であり、その後の補修においても当初のデザインをよく踏襲した優れた土木遺産です。,兵庫県,兵庫県宝塚市,,,1934(昭和9)年ごろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
